metro,median_v_cnt,index_sum,arrival_cnt,inhabit_points,arrival_points,full_points
Улица Эйзенштейна,2613.0,8669.0,0.0,0.06217257714082921,0.0,0.06217257714082921
Аннино,221137.5,66088.0,155049.5,0.5311191061614464,0.014724463609470068,0.5458435697709165
Беломорская,211680.0,10782.0,200898.0,0.09425971396370028,0.01907852195728021,0.1133382359209805
Автозаводская,436278.5,4507.0,431771.5,0.02694751295110403,0.04100370358728216,0.06795121653838619
Петровский парк,209341.5,14775.0,194566.5,0.1123926014853958,0.018477243389188342,0.13086984487458414
Озёрная,108906.5,58466.0,50440.5,0.5565010449220907,0.0047901431910033565,0.5612911881130941
Кожуховская,191238.5,43750.0,147488.5,0.3683584646535042,0.014006424084342911,0.38236488873784713
Улица Академика Королёва,2062.5,26790.0,0.0,0.21823388432624785,0.0,0.21823388432624785
Бибирево,226998.0,41058.0,185940.0,0.3619813627857385,0.017658017365711366,0.3796393801514499
Шаболовская,229604.5,3801.0,225803.5,0.02515869863505489,0.021443702937713277,0.04660240157276817
Лихоборы,66088.5,36203.0,29885.5,0.32519121944559826,0.002838112713687034,0.3280293321592853
Перово,317617.5,47147.0,270470.5,0.38596048121232446,0.02568555870663997,0.4116460399189644
Кантемировская,329072.0,34953.0,294119.0,0.2786783868738047,0.027931367159221586,0.30660975403302626
Международная,64320.0,11672.0,52648.0,0.09082391478644726,0.0049997811028825,0.09582369588932976
Люблино,347710.0,25073.0,322637.0,0.2205091680810749,0.03063961357868677,0.2511487816597617
Щёлковская,566744.0,7406.0,559338.0,0.050760359950054935,0.053118210806186214,0.10387857075624116
Красные Ворота,195965.5,360.0,195605.5,0.0012918503855133309,0.0185759132829335,0.01986776366844683
Нагорная,115064.0,13647.0,101417.0,0.0974633206584633,0.009631188271368989,0.1070945089298323
Новогиреево,551077.0,27783.0,523294.0,0.2305522596656998,0.04969524867899626,0.2802475083446961
Авиамоторная,376220.5,7058.0,369162.5,0.0458194702464751,0.035057964051680233,0.08087743429815533
Ясенево,231004.0,25221.0,205783.0,0.21063519463241068,0.019542431900441984,0.23017762653285267
Бабушкинская,367632.0,21532.0,346100.0,0.19982260106800526,0.03286780579903573,0.23269040686704098
Лихоборы,66088.5,13920.0,52168.5,0.10627328653624643,0.004954244804469794,0.11122753134071622
Технопарк,129688.5,11748.0,117940.5,0.08338685793131989,0.01120036246703604,0.09458722039835593
Марьино,267541.0,48576.0,218965.0,0.42877596473269947,0.020794276500392544,0.449570241233092
Фрунзенская,221804.5,21241.0,200563.5,0.19135240642613544,0.019046755759534538,0.21039916218566998
Сокол,310209.5,8990.0,301219.5,0.06775988727004781,0.028605674743954475,0.09636556201400229
Новопеределкино,112419.5,110223.0,2196.5,3.0297583653041102,0.00020859328355267838,3.029966958587663
Красносельская,173307.5,18799.0,154508.5,0.16281078358674994,0.014673086889050311,0.17748387047580025
Водный стадион,320474.5,6998.0,313476.5,0.05419962806504415,0.029769675598270512,0.08396930366331466
Бабушкинская,367632.0,11269.0,356363.0,0.0841377739341387,0.03384244402762719,0.11798021796176589
Беляево,290071.0,102177.0,187894.0,1.117594313002201,0.017843581342976075,1.135437894345177
Жулебино,179366.5,3290.0,176076.5,0.020156054170517506,0.016721318138612874,0.03687737230913038
Крылатское,205402.5,64572.0,140830.5,0.6223691168904747,0.013374139048197347,0.6357432559386721
Каширская,238168.0,2796.0,235372.0,0.01705582162864546,0.022352387132420222,0.03940820876106568
Царицыно,426664.0,20890.0,405774.0,0.17011792116110785,0.03853481950389461,0.20865274066500247
Кузьминки,451616.0,25760.0,425856.0,0.20428377307094076,0.04044193096317296,0.2447257040341137
Петровско-Разумовская,209205.5,15330.0,193875.5,0.11664851236920612,0.018411621737044068,0.13506013410625017
Митино,202275.5,24931.0,177344.5,0.2037763445961034,0.01684173529479079,0.2206180798908942
Орехово,159190.0,65468.0,93722.0,0.5944133059304045,0.008900423273901262,0.6033137292043058
Новогиреево,551077.0,11888.0,539189.0,0.09274758452544579,0.05120473661073758,0.14395232113618336
Выхино,587675.0,23062.0,564613.0,0.19066571633925344,0.05361915757183173,0.24428487391108517
Щёлковская,566744.0,11074.0,555670.0,0.08105538432315947,0.05276987474241602,0.1338252590655755
Первомайская,281686.5,33729.0,247957.5,0.32509992539385035,0.023547584387212953,0.3486475097810633
Щёлковская,566744.0,33420.0,533324.0,0.2892340111634853,0.050647759780308964,0.33988177094379424
Новогиреево,551077.0,30482.0,520595.0,0.2746664969678315,0.049438934874166444,0.32410543184199797
Каширская,238168.0,5409.0,232759.0,0.03591231833797898,0.022104240421779133,0.05801655875975811
Домодедовская,498194.0,34756.0,463438.0,0.29585108839504365,0.04401095112364496,0.3398620395186886
Юго-Западная,412750.5,111192.0,301558.5,1.6001026813892734,0.028637868289651883,1.6287405496789253
Косино,13049.0,23912.0,0.0,0.19704572232922068,0.0,0.19704572232922068
Шипиловская,110403.5,39391.0,71012.5,0.30856829305360023,0.006743788093915125,0.31531208114751536
Новогиреево,551077.0,15534.0,535543.0,0.12339679436438547,0.05085848980362032,0.1742552841680058
Строгино,221230.0,14462.0,206768.0,0.11000732679183975,0.01963597361876631,0.12964330041060607
Волоколамская,65594.5,12062.0,53532.5,0.08710610886112306,0.0050837787169514025,0.09218988757807446
Селигерская,281690.0,7246.0,274444.0,0.05205179433558644,0.026062906948022428,0.07811470128360887
Щёлковская,566744.0,30856.0,535888.0,0.2650490781045841,0.05089125314658671,0.3159403312511708
Пятницкое шоссе,122104.0,104026.0,18078.0,1.0254577586493667,0.001716799171438798,1.0271745578208056
Косино,13049.0,9405.0,3644.0,0.06676958857315704,0.00034605687469426816,0.06711564544785131
Отрадное,369370.0,23197.0,346173.0,0.19658379018403105,0.032874738332475,0.22945852851650606
Багратионовская,97038.0,3200.0,93838.0,0.018270400088191755,0.00891143935443489,0.027181839442626643
Щёлковская,566744.0,3870.0,562874.0,0.023118637731121175,0.05345401133003883,0.07657264906116001
Охотный ряд,439489.5,9485.0,430004.5,0.07711166504802527,0.04083589829156735,0.11794756333959262
Орехово,159190.0,18976.0,140214.0,0.14855975994929074,0.013315592378809582,0.16187535232810032
Новые Черёмушки,311354.5,29717.0,281637.5,0.2594200025428107,0.026746046390424518,0.2861660489332352
Новокосино,504996.5,38419.0,466577.5,0.3545409045196063,0.0443090975446391,0.39885000206424537
Щукинская,311051.5,31072.0,279979.5,0.28511881588293847,0.026588592411762858,0.31170740829470134
Рязанский проспект,285640.0,37560.0,248080.0,0.32912035720162447,0.02355921774812131,0.3526795749497458
Лихоборы,66088.5,22738.0,43350.5,0.1936012045014866,0.0041168327514911835,0.1977180372529778
Щёлковская,566744.0,1489.0,565255.0,0.007609236605838967,0.05368012587961266,0.06128936248545163
Коптево,108183.0,27004.0,81179.0,0.21861948622556154,0.007709262083097144,0.22632874830865868
Перово,317617.5,40330.0,277287.5,0.38170187672266487,0.026332943370413524,0.4080348200930784
Новохохловская,24823.5,40617.0,0.0,0.5313913258499977,0.0,0.5313913258499977
Каховская,115119.0,31338.0,83781.0,0.2574617234423062,0.007956364165411768,0.265418087607718
Багратионовская,97038.0,19272.0,77766.0,0.1458109994164496,0.007385142403258633,0.15319614181970823
Бабушкинская,367632.0,27070.0,340562.0,0.21799866485114883,0.032341882919766564,0.2503405477709154
Шипиловская,110403.5,67395.0,43008.5,0.5854408774268282,0.004084354307159284,0.5895252317339874
Озёрная,108906.5,57118.0,51788.5,0.4885503931836856,0.004918157644101017,0.4934685508277866
Университет,262278.5,20374.0,241904.5,0.18745229834221872,0.02297275390902294,0.21042505225124164
Измайлово,111847.0,9324.0,102523.0,0.065261023855173,0.009736220901284428,0.07499724475645743
Митино,202275.5,3237.0,199038.5,0.01953814446681367,0.018901932287001946,0.03844007675381562
Мичуринский проспект,49692.0,58078.0,0.0,1.0181074422606862,0.0,1.0181074422606862
Солнцево,100913.5,6998.0,93915.5,0.04929422148923308,0.00891879923582589,0.05821302072505897
Юго-Западная,412750.5,10738.0,402012.5,0.08079603181579262,0.03817760409934947,0.1189736359151421
Тёплый Стан,472505.0,30096.0,442409.0,0.2693649431667322,0.042013906662079166,0.31137884982881137
Новогиреево,551077.0,48373.0,502704.0,0.4388182410537009,0.047739894384277545,0.48655813543797843
Медведково,403873.5,29499.0,374374.5,0.2456781726647379,0.035552927946001456,0.28123110061073936
Коптево,108183.0,86448.0,21735.0,1.0935446522464358,0.002064090606882524,1.0956087428533183
Кутузовская,233031.5,3316.0,229715.5,0.022174031829016984,0.02181521075708868,0.04398924258610566
Выхино,587675.0,68414.0,519261.0,0.6541421770200567,0.04931224994802974,0.7034544269680865
Свиблово,194591.0,14110.0,180481.0,0.11252288789401485,0.01713959681715044,0.1296624847111653
Текстильщики,371213.0,15903.0,355310.0,0.11999534561485396,0.03374244460692108,0.15373779022177503
Новогиреево,551077.0,28142.0,522935.0,0.21644658433427,0.049661155809068915,0.26610774014333893
Тушинская,422999.0,4043.0,418956.0,0.025022026738713937,0.039786664103845175,0.06480869084255911
Бульвар Рокоссовского,256416.5,15472.0,240944.5,0.12319813864620803,0.02288158634598603,0.14607972499219407
Академическая,279374.5,21540.0,257834.5,0.1889489858829041,0.024485565658166654,0.21343455154107074
Фрунзенская,221804.5,10195.0,211609.5,0.08116339909306473,0.020095752531727972,0.10125915162479271
Нагатинская,316285.0,34061.0,282224.0,0.28625362311007857,0.02680174407346738,0.31305536718354593
Профсоюзная,274280.0,11055.0,263225.0,0.08489907492329656,0.024997481021240046,0.1098965559445366
Улица Эйзенштейна,2613.0,3310.0,0.0,0.02073592913598077,0.0,0.02073592913598077
Аннино,221137.5,4211.0,216926.5,0.027052729164099634,0.020600687878256356,0.04765341704235599
Алтуфьево,377056.5,26934.0,350122.5,0.22855822582186,0.03324980738478153,0.26180803320664153
Беляево,290071.0,20978.0,269093.0,0.16735731452412617,0.025554742750303155,0.1929120572744293
Каховская,115119.0,35357.0,79762.0,0.2909412943896271,0.007574694961406206,0.29851598935103335
Охотный ряд,439489.5,2457.0,437032.5,0.016845409652239886,0.04150332082596672,0.05834873047820661
Алтуфьево,377056.5,35588.0,341468.5,0.2759317008009279,0.03242796979048839,0.3083596705914163
Пятницкое шоссе,122104.0,12619.0,109485.0,0.15703844010570528,0.010397375665725014,0.1674358157714303
Тёплый Стан,472505.0,29471.0,443034.0,0.26110641030049153,0.042073260544264655,0.30317967084475617
